Gene_Symbol	type	file
AKT1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
AKT2	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
AKT3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CRIK	Kinase	Kincat_Hsap.08.02.txt
DMPK1	Kinase	Kincat_Hsap.08.02.txt
MRCKa	Kinase	Kincat_Hsap.08.02.txt
MRCKb	Kinase	Kincat_Hsap.08.02.txt
DMPK2	Kinase	Kincat_Hsap.08.02.txt
ROCK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
ROCK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BARK1	Kinase	Kincat_Hsap.08.02.txt
BARK2	Kinase	Kincat_Hsap.08.02.txt
GPRK4	Kinase	Kincat_Hsap.08.02.txt
GPRK5	Kinase	Kincat_Hsap.08.02.txt
GPRK6	Kinase	Kincat_Hsap.08.02.txt
RHOK	Kinase	Kincat_Hsap.08.02.txt
GPRK7	Kinase	Kincat_Hsap.08.02.txt
MAST1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAST3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAST2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAST4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MASTL	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
LATS1	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
NDR1	Kinase	Kincat_Hsap.08.02.txt
NDR2	Kinase	Kincat_Hsap.08.02.txt
LATS2	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
PDK1	Kinase	Kincat_Hsap.08.02.txt
PKACa	Kinase	Kincat_Hsap.08.02.txt
PKACb	Kinase	Kincat_Hsap.08.02.txt
PKACg	Kinase	Kincat_Hsap.08.02.txt
PRKX	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PRKY	Kinase	Kincat_Hsap.08.02.txt
PKCa	Kinase	Kincat_Hsap.08.02.txt
PKCb	Kinase	Kincat_Hsap.08.02.txt
PKCg	Kinase	Kincat_Hsap.08.02.txt
PKCd	Kinase	Kincat_Hsap.08.02.txt
PKCt	Kinase	Kincat_Hsap.08.02.txt
PKCe	Kinase	Kincat_Hsap.08.02.txt
PKCh	Kinase	Kincat_Hsap.08.02.txt
PKCi	Kinase	Kincat_Hsap.08.02.txt
PKCz	Kinase	Kincat_Hsap.08.02.txt
PKG1	Kinase	Kincat_Hsap.08.02.txt
PKG2	Kinase	Kincat_Hsap.08.02.txt
PKN1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PKN2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PKN3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MSK2	Kinase	Kincat_Hsap.08.02.txt
MSK1	Kinase	Kincat_Hsap.08.02.txt
p70S6K	Kinase	Kincat_Hsap.08.02.txt
p70S6Kb	Kinase	Kincat_Hsap.08.02.txt
RSK3	Kinase	Kincat_Hsap.08.02.txt
RSK1	Kinase	Kincat_Hsap.08.02.txt
RSK2	Kinase	Kincat_Hsap.08.02.txt
RSK4	Kinase	Kincat_Hsap.08.02.txt
RSKL1	Kinase	Kincat_Hsap.08.02.txt
RSKL2	Kinase	Kincat_Hsap.08.02.txt
SgK494	Kinase	Kincat_Hsap.08.02.txt
SGK1	Kinase, CosmicCensus	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
SGK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
SGK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
YANK2	Kinase	Kincat_Hsap.08.02.txt
YANK1	Kinase	Kincat_Hsap.08.02.txt
YANK3	Kinase	Kincat_Hsap.08.02.txt
ADCK3	Kinase	Kincat_Hsap.08.02.txt
ADCK4	Kinase	Kincat_Hsap.08.02.txt
ADCK1	Kinase	Kincat_Hsap.08.02.txt
ADCK5	Kinase	Kincat_Hsap.08.02.txt
ADCK2	Kinase	Kincat_Hsap.08.02.txt
AlphaK1	Kinase	Kincat_Hsap.08.02.txt
AlphaK3	Kinase	Kincat_Hsap.08.02.txt
AlphaK2	Kinase	Kincat_Hsap.08.02.txt
ChaK1	Kinase	Kincat_Hsap.08.02.txt
ChaK2	Kinase	Kincat_Hsap.08.02.txt
eEF2K	Kinase	Kincat_Hsap.08.02.txt
BCR	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
BRDT	Kinase	Kincat_Hsap.08.02.txt
BRD2	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv
BRD3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
BRD4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
FASTK	Kinase	Kincat_Hsap.08.02.txt
G11	Kinase	Kincat_Hsap.08.02.txt
H11	Kinase	Kincat_Hsap.08.02.txt
BCKDK	Kinase	Kincat_Hsap.08.02.txt
PDHK1	Kinase	Kincat_Hsap.08.02.txt
PDHK2	Kinase	Kincat_Hsap.08.02.txt
PDHK3	Kinase	Kincat_Hsap.08.02.txt
PDHK4	Kinase	Kincat_Hsap.08.02.txt
ATM	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
ATR	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
DNAPK	Kinase	Kincat_Hsap.08.02.txt
FRAP	Kinase	Kincat_Hsap.08.02.txt
SMG1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TRRAP	Kinase, CosmicCensus	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
RIOK1	Kinase	Kincat_Hsap.08.02.txt
RIOK2	Kinase	Kincat_Hsap.08.02.txt
RIOK3	Kinase	Kincat_Hsap.08.02.txt
TAF1	Kinase	Kincat_Hsap.08.02.txt
TAF1L	Kinase	Kincat_Hsap.08.02.txt
TIF1a	Kinase	Kincat_Hsap.08.02.txt
TIF1b	Kinase	Kincat_Hsap.08.02.txt
TIF1g	Kinase	Kincat_Hsap.08.02.txt
CaMK4	Kinase	Kincat_Hsap.08.02.txt
CaMK1a	Kinase	Kincat_Hsap.08.02.txt
CaMK1d	Kinase	Kincat_Hsap.08.02.txt
CaMK1g	Kinase	Kincat_Hsap.08.02.txt
CaMK1b	Kinase	Kincat_Hsap.08.02.txt
CaMK2a	Kinase	Kincat_Hsap.08.02.txt
CaMK2b	Kinase	Kincat_Hsap.08.02.txt
CaMK2d	Kinase	Kincat_Hsap.08.02.txt
CaMK2g	Kinase	Kincat_Hsap.08.02.txt
AMPKa1	Kinase	Kincat_Hsap.08.02.txt
AMPKa2	Kinase	Kincat_Hsap.08.02.txt
BRSK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BRSK1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
CHK1	Kinase	Kincat_Hsap.08.02.txt
HUNK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
LKB1	Kinase	Kincat_Hsap.08.02.txt
MARK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MARK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MARK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MARK4	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MELK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
NIM1	Kinase	Kincat_Hsap.08.02.txt
NuaK1	Kinase	Kincat_Hsap.08.02.txt
NuaK2	Kinase	Kincat_Hsap.08.02.txt
PASK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
QIK	Kinase	Kincat_Hsap.08.02.txt
QSK	Kinase	Kincat_Hsap.08.02.txt
SIK	Kinase	Kincat_Hsap.08.02.txt
SNRK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
STK33	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
VACAMKL	Kinase	Kincat_Hsap.08.02.txt
CASK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DAPK1	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
DAPK3	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
DAPK2	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
DRAK2	Kinase	Kincat_Hsap.08.02.txt
DRAK1	Kinase	Kincat_Hsap.08.02.txt
DCLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DCLK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DCLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAPKAPK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAPKAPK5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
MAPKAPK2	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
MNK2	Kinase	Kincat_Hsap.08.02.txt
MNK1	Kinase	Kincat_Hsap.08.02.txt
smMLCK	Kinase	Kincat_Hsap.08.02.txt
TTN	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
skMLCK	Kinase	Kincat_Hsap.08.02.txt
caMLCK	Kinase	Kincat_Hsap.08.02.txt
SgK085	Kinase	Kincat_Hsap.08.02.txt
PHKg1	Kinase	Kincat_Hsap.08.02.txt
PHKg2	Kinase	Kincat_Hsap.08.02.txt
PIM1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
PIM2	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
PIM3	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
PKD1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt
PKD3	Kinase	Kincat_Hsap.08.02.txt
PKD2	Kinase	Kincat_Hsap.08.02.txt
PSKH1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PSKH2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CHK2	Kinase	Kincat_Hsap.08.02.txt
SgK495	Kinase	Kincat_Hsap.08.02.txt
Trb1	Kinase	Kincat_Hsap.08.02.txt
Trb2	Kinase	Kincat_Hsap.08.02.txt
Trb3	Kinase	Kincat_Hsap.08.02.txt
Obscn	Kinase	Kincat_Hsap.08.02.txt
SPEG	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
Trio	Kinase	Kincat_Hsap.08.02.txt
Trad	Kinase	Kincat_Hsap.08.02.txt
TSSK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TSSK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TSSK1	Kinase	Kincat_Hsap.08.02.txt
SSTK	Kinase	Kincat_Hsap.08.02.txt
TSSK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CK1a	Kinase	Kincat_Hsap.08.02.txt
CK1a2	Kinase	Kincat_Hsap.08.02.txt
CK1d	Kinase	Kincat_Hsap.08.02.txt
CK1e	Kinase	Kincat_Hsap.08.02.txt
CK1g2	Kinase	Kincat_Hsap.08.02.txt
CK1g3	Kinase	Kincat_Hsap.08.02.txt
CK1g1	Kinase	Kincat_Hsap.08.02.txt
TTBK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TTBK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
VRK1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
VRK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
VRK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CCRK	Kinase	Kincat_Hsap.08.02.txt
CDC2	Kinase	Kincat_Hsap.08.02.txt
CDK2	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
CDK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK10	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CDK6	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
CDK5	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
CDK7	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
CDK8	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDK11	Kinase	Kincat_Hsap.08.02.txt
CDK9	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CHED	Kinase	Kincat_Hsap.08.02.txt
CRK7	Kinase	Kincat_Hsap.08.02.txt
PCTAIRE1	Kinase	Kincat_Hsap.08.02.txt
PCTAIRE2	Kinase	Kincat_Hsap.08.02.txt
PCTAIRE3	Kinase	Kincat_Hsap.08.02.txt
PFTAIRE1	Kinase	Kincat_Hsap.08.02.txt
PFTAIRE2	Kinase	Kincat_Hsap.08.02.txt
PITSLRE	Kinase	Kincat_Hsap.08.02.txt
CDKL5	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CDKL4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CK2a1	Kinase	Kincat_Hsap.08.02.txt
CK2a2	Kinase	Kincat_Hsap.08.02.txt
CLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CLK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DYRK1A	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
DYRK1B	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
DYRK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DYRK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
DYRK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIPK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIPK2	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
HIPK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIPK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
PRP4	Kinase	Kincat_Hsap.08.02.txt
GSK3A	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
GSK3B	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
Erk2	Kinase	Kincat_Hsap.08.02.txt
